File	AsrCERENCE	Label
list_split_2C_090a-fanhua-10039.wav	Machen sie die Synchronisation der Klimaanlage eine Minute später aus	Machen Sie die Synchronisation der Klimaanlage ein Minute später aus
list_split_2C_090a-fanhua-10040.wav	Außen Zirkulation anmachen	Außenzirkulation anmachen
list_split_2C_090a-fanhua-10041.wav	Die außen Zirkulation sollte angemacht werden	Die Außenzirkulation sollte angemacht werden
list_split_2C_090a-fanhua-10042.wav	Die außen Zirkulation sollte angemacht werden	Die Außenzirkulation sollte angemacht werden
list_split_2C_090a-fanhua-10043.wav	Die außen Zirkulation sollte angeschaltet sein	Die Außenzirkulation sollte angeschaltet sein
list_split_2C_090a-fanhua-10044.wav	Stelle die außen Zirkulation an	Stelle die Außenzirkulation an
list_split_2C_090a-fanhua-10045.wav	Machen sie die außen Zirkulation an	Machen Sie die Außenzirkulation an
list_split_2C_090a-fanhua-10046.wav	Schalten sie die außen Zirkulation an	Schalten Sie die Außenzirkulation an
list_split_2C_090a-fanhua-10047.wav	Die außen Zirkulation sollte abgestellt werden	Die Außenzirkulation sollte abgestellt werden
list_split_2C_090a-fanhua-10048.wav	Die außen Situation sollte ausgemacht werden	Die Außenzirkulation sollte ausgemacht werden
list_split_2C_090a-fanhua-10049.wav	Außen Zirkulation abstellen	Außenzirkulation abstellen
list_split_2C_090a-fanhua-10050.wav	Die außen Zirkulation sollte abgeschaltet sein	Die Außenzirkulation sollte abgeschaltet sein
list_split_2C_090a-fanhua-10056.wav	Helfen sie mir den Umluft modus an zu machen	Helfen Sie mir den Umluftmodus anzumachen
list_split_2C_090a-fanhua-10067.wav	Bitte schalte Frischluft modus ein	Bitte schalte Frischluftmodus ein
list_split_2C_090a-fanhua-10075.wav	Stelle die Innenraumtemperatur vorne auf 15° ein	Stell die Innenraumtemperatur vorne auf 15 Grad ein
list_split_2C_090a-fanhua-10077.wav	Ich möchte die Temperatur der Klimaanlage erhöhen	Ich möchte Temperatur der Klimaanlage erhöhen
list_split_2C_090a-fanhua-10099.wav	Bitte verringere zur For the Temperatur ein bisschen	Bitte verringere sofort die Temperatur ein bisschen
list_split_2C_090a-fanhua-10100.wav	Bitte verringern sie die Temperatur ein bisschen	Bitte verringen Sie die Temperatur ein bisschen
list_split_2C_090a-fanhua-10114.wav	Stell vorderen Innenraum auf maximal Temperatur ein	Stell vorderen Innenraum auf maximale Temperatur ein
list_split_2C_090a-fanhua-10121.wav	Lass uns die Innenraum Temperatur auf Minimum stellen	Lass uns die Innenraumtemperatur auf Minimum stellen
list_split_2C_090a-fanhua-10123.wav	Kannst du die Innenraum Temperatur auf Minimum einstellen	Kannst du die Innenraumtemperatur auf Minimum einstellen
list_split_2C_090a-fanhua-10127.wav	Stelle die Lüftung auf eins	Stelle die Lüftung auf 1
list_split_2C_090a-fanhua-10128.wav	Gebläse stärke des ganzen Autos auf drei einstellen	Gebläsestärke des ganzen Autos auf 3 einstellen
list_split_2C_090a-fanhua-10129.wav	Gebläse stärke auf drei einstellen	Gebläsestärke auf 3 einstellen
list_split_2C_090a-fanhua-10130.wav	Bitte stelle die Gebläse stärke auf Max	Bitte stelle die Gebläsestärke auf max
list_split_2C_090a-fanhua-10132.wav	Erhöhe Gebläse stärke	Erhöhe Gebläsestärke
list_split_2C_090a-fanhua-10134.wav	Ich möchte die Gebläse stärke der Klimaanlage ein wenig erhöhen	Ich möchte die Gebläsestärke der Klimaanlage ein wenig erhöhen
list_split_2C_090a-fanhua-10136.wav	Bitte stellen sie den Ventilator ein wenig höher	Bitte stellen Sie die Ventilator ein wenig höher
list_split_2C_090a-fanhua-10137.wav	Erhöhe die Gebläsestärke um eine stufe	Erhöhe die Gebläsestärke um 1 Stufe
list_split_2C_090a-fanhua-10138.wav	Erhöht die Ventilatoren und zwei ebenen	Erhöhe die Ventilatoren um 2 Ebenen
list_split_2C_090a-fanhua-10139.wav	Gebläse stärke der Klimaanlage um zwei stufen erhöhen	Gebläsestärke der Klimaanlage um 2 Stufen erhöhen
list_split_2C_090a-fanhua-10140.wav	Den Ventilator um zwei stufen höher stellen	den Ventilator um 2 Stufen höher stellen
list_split_2C_090a-fanhua-10141.wav	Kannst du die Gebläsestärke um eine stufe erhöhen	Kannst du die Gebläsestärke um 1 stufe erhöhen
list_split_2C_090a-fanhua-10142.wav	Die Lüftung zwei stufen stärker	Die Lüftung 2 Stufen stärker
list_split_2C_090a-fanhua-10143.wav	Stell mehr Lüftung um eine stufe	stell Mehr Lüftung um 1 stufe
list_split_2C_090a-fanhua-10144.wav	Stelle den Ventilator um zwei stufen höher	stelle den Ventilator um 2 Stufen höher
list_split_2C_090a-fanhua-10145.wav	Ich möchte die Gebläsestärke um eine stufe erhöhen	ich möchte die Gebläsestärke um 1 stufe erhöhen
list_split_2C_090a-fanhua-10146.wav	Kannst du die Lüftung um zwei stufen erhöhen	Kannst du die Lüftung um 2 Stufen erhöhen
list_split_2C_090a-fanhua-10147.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Gebläsestärke der Klimaanlage ein wenig verringern
list_split_2C_090a-fanhua-10148.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Gebläsestärke der Klimaanlage ein wenig verringern
list_split_2C_090a-fanhua-10149.wav	Verringere Gebläse stärke	Verringere Gebläsestärke
list_split_2C_090a-fanhua-10152.wav	Verringere Gebläse stärke um zwei stufen	Verringere Gebläsestärke um 2 Stufen
list_split_2C_090a-fanhua-10153.wav	Stell die Gebläsestärke um eine stufe Klein	stell die Gebläsestärke um 1 Stufe klein
list_split_2C_090a-fanhua-10154.wav	Höhe die Ventilatoren und zwei ebenen	Erhöhe die Ventilatoren um 2 Ebenen
list_split_2C_090a-fanhua-10155.wav	Gebläse stärke der Klimaanlage um zwei stufen verringern	Gebläsestärke der Klimaanlage um 2 Stufen verringern
list_split_2C_090a-fanhua-10156.wav	Den Ventilator um zwei Stufen klein stellen	den Ventilator um 2 Stufen klein stellen
list_split_2C_090a-fanhua-10157.wav	Kannst du die Gebläsestärke um eine stufe verringern	Kannst du die Gebläsestärke um 1 stufe verringern
list_split_2C_090a-fanhua-10158.wav	Die Lüftung zwei stufen schwächer	Die Lüftung 2 Stufen schwächer
list_split_2C_090a-fanhua-10159.wav	Kannst du die Lüftung um zwei stufen verringern	Kannst du die Lüftung um 2 Stufen verringern
list_split_2C_090a-fanhua-10160.wav	Stelle den Ventilator um zwei Stufen kleiner	stelle den Ventilator um 2 Stufen kleiner
list_split_2C_090a-fanhua-10167.wav	Kannst du die Lüftung auf maximum stellen	kannnst du die Lüftung auf Maximum stellen
list_split_2C_090a-fanhua-10169.wav	Die niedrigste Ventilator stärker stellen	die niedrigste Ventilatorstärke stellen
list_split_2C_090a-fanhua-10180.wav	Schalte mal Digital Radio aus	Stell die Lüftung auf Gesichtshöhe
list_split_2D_090a-fanhua-10005.wav	Ich möchte die Lüftung an machen	Ich möchte die Lüftung anmachen
list_split_2D_090a-fanhua-10010.wav	Was ist der Ventilator anmachen	Lass uns die Ventilator anmachen
list_split_2D_090a-fanhua-10011.wav	Was ist die Lüftung einschalten	Lass uns die Lüftung einschalten
list_split_2D_090a-fanhua-10013.wav	Was ist die Lüftung deaktivieren	Lass uns die Lüftung deaktivieren
list_split_2D_090a-fanhua-10018.wav	Ich möchte die Klima Automatik aktivieren	ich möchte die Klimaautomatik aktivieren
list_split_2D_090a-fanhua-10023.wav	Was ist die Klima Automatik deaktivieren	Lass uns die Klimaautomatik deaktivieren
list_split_2D_090a-fanhua-10025.wav	Aktivieren sie bitte die Synchronisierung der Innenraum Temperatur	Aktiveiren Sie bitte die Synchronisierung der Innenraumtemperatur
list_split_2D_090a-fanhua-10026.wav	Aktiviere die Synchronisierung der Innenraum Temperatur	Aktiviere die Synchronisierung der Innenraumtemperatur
list_split_2D_090a-fanhua-10027.wav	Aktivierst du die Synchronisierung der Innenraum Temperatur	Aktivierst du die Synchronisierung der Innenraumtemperatur
list_split_2D_090a-fanhua-10028.wav	Aktivieren sie bitte sofort die Synchronisierung der Innenraum Temperatur	Aktiveiren Sie bitte sofort die Synchronisierung der Innenraumtemperatur
list_split_2D_090a-fanhua-10031.wav	Bitte machen sie das Synchronisation der Klimaanlage aufs	Bitte machen Sie die Synchronisation der Klimaanlage aus
list_split_2D_090a-fanhua-10036.wav	Kannst du dich an Conservation der Klimaanlage ausmachen	Kannst du die Synchronisation der Klimaanlage ausmachen
list_split_2D_090a-fanhua-10037.wav	Ich möchte die Synchronisation der Klimaanlage aufmachen	Ich möchte die Synchronisation der Klimaanlage ausmachen
list_split_2D_090a-fanhua-10039.wav	Machen sie die Synchronisation der Klimaanlage eine Minute später aus	Machen Sie die Synchronisation der Klimaanlage ein Minute später aus
list_split_2D_090a-fanhua-10040.wav	Außen Zirkulation anmachen	Außenzirkulation anmachen
list_split_2D_090a-fanhua-10041.wav	Die außen Zirkulation sollte angemacht werden	Die Außenzirkulation sollte angemacht werden
list_split_2D_090a-fanhua-10042.wav	Die Orsons Operation sollte angemacht werden	Die Außenzirkulation sollte angemacht werden
list_split_2D_090a-fanhua-10043.wav	Die außen Zirkulation sollte angeschaltet sein	Die Außenzirkulation sollte angeschaltet sein
list_split_2D_090a-fanhua-10044.wav	Stelle die außen Zirkulation an	Stelle die Außenzirkulation an
list_split_2D_090a-fanhua-10045.wav	Machen sie die außen Zirkulation an	Machen Sie die Außenzirkulation an
list_split_2D_090a-fanhua-10046.wav	Schalten sie die außen Zirkulation an	Schalten Sie die Außenzirkulation an
list_split_2D_090a-fanhua-10047.wav	Der Sinn Zirkulation sollte abgestellt werden	Die Außenzirkulation sollte abgestellt werden
list_split_2D_090a-fanhua-10048.wav	Ersten Zirkulation sollte ausgemacht werden	Die Außenzirkulation sollte ausgemacht werden
list_split_2D_090a-fanhua-10049.wav	Hausen Zirkulation abstellen	Außenzirkulation abstellen
list_split_2D_090a-fanhua-10050.wav	Die außen Zirkulation sollte abgeschaltet sein	Die Außenzirkulation sollte abgeschaltet sein
list_split_2D_090a-fanhua-10056.wav	Helfen sie mir den Umluft Motion zu machen	Helfen Sie mir den Umluftmodus anzumachen
list_split_2D_090a-fanhua-10060.wav	Der modus und nicht muss gestartet werden	Der Modus Umluft muss gestartet werden
list_split_2D_090a-fanhua-10062.wav	Der Umluftbetrieb soll ausgemacht werden	Der Umluftbetrieb sollte ausgemacht werden
list_split_2D_090a-fanhua-10067.wav	Bitte schalte Frischluft modus ein	Bitte schalte Frischluftmodus ein
list_split_2D_090a-fanhua-10075.wav	Stell die Innenraumtemperatur vorne auf 15° ein	Stell die Innenraumtemperatur vorne auf 15 Grad ein
list_split_2D_090a-fanhua-10079.wav	Die Temperatur die Klima Automatik ein bisschen erhöhen	die Temperatur der Klimaautomatik ein bisschen erhöhen
list_split_2D_090a-fanhua-10098.wav	Verringerst du Temperaturen bisschen	Verringerst du die Temperatur ein bisschen
list_split_2D_090a-fanhua-10100.wav	Bitte verringern sie die Temperatur ein bisschen	Bitte verringen Sie die Temperatur ein bisschen
list_split_2D_090a-fanhua-10114.wav	Stell vorderen Raum auf maximal Temperatur ein	Stell vorderen Innenraum auf maximale Temperatur ein
list_split_2D_090a-fanhua-10115.wav	Stellst du vorderen Raum auf maximal Temperatur ein	Stellst du vorderen Innenraum auf maximale Temperatur ein
list_split_2D_090a-fanhua-10116.wav	Bitte stell hinteren Innenraum auf maximal Temperatur sofort ein	Bitte stelle hinteren Innenraum auf maximale Temperatur sofort ein
list_split_2D_090a-fanhua-10117.wav	Bitte stelle sofort vorderen Raum auf maximale Temperatur ein	Bitte stelle sofort vorderen Innenraum auf maximale Temperatur ein
list_split_2D_090a-fanhua-10119.wav	Ich möchte vorderen Innenraum auf maximal Temperatur einstellen	Ich möchte vorderen Innenraum auf maximale Temperatur einstellen
list_split_2D_090a-fanhua-10121.wav	Hast verstehen Raumtemperatur auf Minen stellen	Lass uns die Innenraumtemperatur auf Minimum stellen
list_split_2D_090a-fanhua-10122.wav	Ich möchte den Raum Temperatur auf Minimum stellen	ich möchte die Innenraumtemperatur auf Minimum stellen
list_split_2D_090a-fanhua-10123.wav	Kannst du den Raum Temperatur auf Minimum einstellen	Kannst du die Innenraumtemperatur auf Minimum einstellen
list_split_2D_090a-fanhua-10124.wav	Ich möchte in Raum hinten auf minimal Temperatur einstellen	Ich möchte Innenraum hinten auf minimale Temperatur einstellen
list_split_2D_090a-fanhua-10127.wav	Stelle die Lüftung auf eins	Stelle die Lüftung auf 1
list_split_2D_090a-fanhua-10128.wav	Gebläse stärke des ganzen Autos auf drei einstellen	Gebläsestärke des ganzen Autos auf 3 einstellen
list_split_2D_090a-fanhua-10129.wav	Gebläse stärke auf drei einstellen	Gebläsestärke auf 3 einstellen
list_split_2D_090a-fanhua-10130.wav	Bitte stelle die Gebläse stärke auf Max	Bitte stelle die Gebläsestärke auf max
list_split_2D_090a-fanhua-10132.wav	Erhöhe Gebläse stärker	Erhöhe Gebläsestärke
list_split_2D_090a-fanhua-10134.wav	Ich möchte die Gebläse stärke der Klimaanlage ein wenig erhöhen	Ich möchte die Gebläsestärke der Klimaanlage ein wenig erhöhen
list_split_2D_090a-fanhua-10136.wav	Bitte stellen sie die Ventilatoren wenig höher	Bitte stellen Sie die Ventilator ein wenig höher
list_split_2D_090a-fanhua-10137.wav	Erhöhe die Gebläsestärke um eine stufe	Erhöhe die Gebläsestärke um 1 Stufe
list_split_2D_090a-fanhua-10138.wav	Ich würde die Ventilatoren um zwei ebenen	Erhöhe die Ventilatoren um 2 Ebenen
list_split_2D_090a-fanhua-10139.wav	Gebläse stärke der Klimaanlage um zwei stufen erhöhen	Gebläsestärke der Klimaanlage um 2 Stufen erhöhen
list_split_2D_090a-fanhua-10140.wav	Den Ventilator im zwei stufen höher stellen	den Ventilator um 2 Stufen höher stellen
list_split_2D_090a-fanhua-10141.wav	Kannst du die Gebläsestärke um eine stufe erhöhen	Kannst du die Gebläsestärke um 1 stufe erhöhen
list_split_2D_090a-fanhua-10142.wav	Die Lüftung zwei stufen stärker	Die Lüftung 2 Stufen stärker
list_split_2D_090a-fanhua-10143.wav	Stell mal Lüftung um eine stufe	stell Mehr Lüftung um 1 stufe
list_split_2D_090a-fanhua-10145.wav	Ich möchte die Gebläsestärke um eine stufe hören	ich möchte die Gebläsestärke um 1 stufe erhöhen
list_split_2D_090a-fanhua-10146.wav	Kannst du die Lüftung um zwei stufen hören	Kannst du die Lüftung um 2 Stufen erhöhen
list_split_2D_090a-fanhua-10147.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Gebläsestärke der Klimaanlage ein wenig verringern
list_split_2D_090a-fanhua-10148.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Gebläsestärke der Klimaanlage ein wenig verringern
list_split_2D_090a-fanhua-10149.wav	Verringere Gebläse stärke	Verringere Gebläsestärke
list_split_2D_090a-fanhua-10152.wav	Verringere Gebläse stärke um zwei stufen	Verringere Gebläsestärke um 2 Stufen
list_split_2D_090a-fanhua-10153.wav	Stell die Gebläsestärke um eine stufe Klein	stell die Gebläsestärke um 1 Stufe klein
list_split_2D_090a-fanhua-10154.wav	Ich würde die Ventilatoren um zwei ebenen	Erhöhe die Ventilatoren um 2 Ebenen
list_split_2D_090a-fanhua-10156.wav	Den Ventilator um zwei Stufen gleichstellen	den Ventilator um 2 Stufen klein stellen
list_split_2D_090a-fanhua-10157.wav	Kannst du die Gebläsestärke um eine stufe verringern	Kannst du die Gebläsestärke um 1 stufe verringern
list_split_2D_090a-fanhua-10158.wav	Die Lüftung zwei stufen schwächer	Die Lüftung 2 Stufen schwächer
list_split_2D_090a-fanhua-10159.wav	Kannst du die Lüftung um zwei stufen verringern	Kannst du die Lüftung um 2 Stufen verringern
list_split_2D_090a-fanhua-10160.wav	Stelle den Ventilator um zwei Stufen kleiner	stelle den Ventilator um 2 Stufen kleiner
list_split_2D_090a-fanhua-10167.wav	Kannst du die Lüftung auf maximum stellen	kannnst du die Lüftung auf Maximum stellen
list_split_2D_090a-fanhua-10171.wav	Bitte stellen sie den Lüfter auf Menemen	Bitte stellen Sie den Lüfter auf Minimum
list_split_2D_090a-fanhua-10174.wav	Finde auf das Gesicht richten	Wind auf das Gesicht richten
list_split_2D_090a-fanhua-10175.wav	Der Ventilator ins Gesicht blasen	Den Ventilator ins Gesicht blasen
list_split_2D_090a-fanhua-10176.wav	Ich möchte die Lüftung Gs Gesicht haben	Ich möchte die Lüftung ins Gesicht haben
list_split_2D_090a-fanhua-10178.wav	Ich würde Klimaanlage aufs Gesicht Ren	Ich will die Klimaanlage aufs Gesicht drehen
list_split_2D_090a-fanhua-10179.wav	Dreh den Ventilator aufs Gesicht	Drehe den Ventilator aufs Gesicht
list_split_2D_090a-fanhua-10180.wav	Stell die Lüftung auf Gesichts Höhe	Stell die Lüftung auf Gesichtshöhe
list_split_3A_090a-fanhua-10182.wav	Stell die Lüftung auf fuß Höhe	Stell die Lüftung auf Fußhöhe
list_split_3A_090a-fanhua-10184.wav	Bitte stelle den fuß Lüfter ein	Bitte stelle den Fußlüfter ein
list_split_3A_090a-fanhua-10187.wav	Lüfter an die Windschutzscheibe	Lüfte an die Windschutzscheibe
list_split_3A_090a-fanhua-10197.wav	Stelle Klimaanlage auf entneblungs modus ein	Stelle Klimaanlage auf Entnebelungsmodus ein
list_split_3A_090a-fanhua-10200.wav	Entneblungs modus einschalten	Entnebelungsmodus einschalten
list_split_3A_090a-fanhua-10201.wav	Kannst du den entneblungs modus einschalten	kannst du den Entnebelungsmodus einschalten
list_split_3A_090a-fanhua-10206.wav	Windstrom auf Kopf und Fuß Höhe blasen	Windstrom auf Kopf- und Fußhöhe blasen
list_split_3A_090a-fanhua-10225.wav	Schalte den Belüftung strom für alle Zonen ein	Schalte den Belüftungsstrom für alle Zonen ein
list_split_3A_090a-fanhua-10226.wav	Belüftung Strohn durch alle Öffnungen	Belüftungsstrom durch alle Öffnungen
list_split_3A_090a-fanhua-10239.wav	Defrost modus abschalten	Defrost-Modus abschalten
list_split_3A_090a-fanhua-10241.wav	Stelle Klimaanlage auf entneblungs modus aus	Stelle Klimaanlage auf Entnebelungsmodus aus
list_split_3A_090a-fanhua-10244.wav	Entneblungs modus ausschalten	Entnebelungsmodus ausschalten
list_split_3A_090a-fanhua-10245.wav	Kannst du den entneblungs modus ausschalten	kannst du den Entnebelungsmodus ausschalten
list_split_3A_090a-fanhua-10248.wav	Schalte den Defrost modus aus	schalte den Defrost-Modus aus
list_split_3A_090a-fanhua-10263.wav	Schalte den lüftungsstrom für alle Zonen aus	Schalte den Belüftungsstrom für alle Zonen aus
list_split_3A_090a-fanhua-10264.wav	Deaktiviere den Belüftung Strom durch alle Öffnungen	deaktiviere den Belüftungsstrom durch alle Öffnungen
list_split_3A_090a-fanhua-10267.wav	Lass uns die Lüftung aus allen dösen strömen	Lass uns die Lüftung aus allen Düsen strömen
list_split_3A_090a-fanhua-10268.wav	Bitte stelle sofort Innenraumtemperatur auf Minimum ein	stoppe Luft durch alle Düsen
list_split_3A_090a-fanhua-10269.wav	Bitte stelle die Sitzheizung auf eins	Bitte stelle die Sitzheizung auf 1
list_split_3A_090a-fanhua-10270.wav	Bitte stelle meine sitz Heizung auf zwei	Bitte stelle meine Sitzheizung auf 2
list_split_3A_090a-fanhua-10271.wav	Kannst du die Sitzheizung auf eins einstellen	Kannst du die Sitzheizung auf 1 einstellen?
list_split_3A_090a-fanhua-10272.wav	Sitzheizung für Fahrer sitz auf drei einstellen	Sitzheizung für Fahrersitz auf 3 einstellen
list_split_3A_090a-fanhua-10273.wav	Bitte stelle die sitz Heizung des Beifahrer Sitzes auf zwei	Bitte stelle die Sitzheizung des Beifahrersitzes auf 2
list_split_3A_090a-fanhua-10274.wav	Bitte stelle die sitz Heizung des Fahrer Sitzes auf zwei	Bitte stelle die Sitzheizung des Fahrersitzes auf 2
list_split_3A_090a-fanhua-10275.wav	Kannst du die sitz Heizung vom Fahrer sitz auf eins einstellen	Kannst du die Sitzheizung vom Fahrersitz auf 1 einstellen?
list_split_3A_090a-fanhua-10276.wav	Ich möchte die sitz Heizung für Beifahrer auf Stufe 3 einstellen	ich möchte die Sitzheizung für Beifahrer auf Stufe 3 einstellen
list_split_3A_090a-fanhua-10277.wav	Ich möchte die sitz Heizung für Fahrer auf Stufe 2 einstellen	ich möchte die Sitzheizung für Fahrer auf Stufe 2 einstellen
list_split_3A_090a-fanhua-10278.wav	Erhöh die sitz Heizung	Erhöhe die Sitzheizung
list_split_3A_090a-fanhua-10279.wav	Erhöhe die Fahrer Sitzheizung	Erhöhe die Fahrersitzheizung
list_split_3A_090a-fanhua-10282.wav	Kannst du die Fahrer Sitzheizung höher stellen	kannst du die Fahrersitzheizung höher stellen
list_split_3A_090a-fanhua-10285.wav	Lass uns die sitz Heizung erhöhen	lass uns die Sitzheizung erhöhen
list_split_3A_090a-fanhua-10287.wav	Fahrer Sitzheizung um zwei höher stellen	Fahrersitzheizung um 2 höher stellen
list_split_3A_090a-fanhua-10288.wav	Erhöhe die Sitzheizung um eins	Erhöhe die Sitzheizung um 1
list_split_3A_090a-fanhua-10289.wav	Erhöhe die Fahrer Sitzheizung um zwei	Erhöhe die Fahrersitzheizung um 2
list_split_3A_090a-fanhua-10290.wav	Stell die Fahrer Sitzheizung um zwei höher	stell die Fahrersitzheizung um 2 höher
list_split_3A_090a-fanhua-10291.wav	Erhöhe die sitz Heizung des Beifahrer Sitzes um eins	Erhöhe die Sitzheizung des Beifahrersitzes um 1
list_split_3A_090a-fanhua-10292.wav	Kannst du die Fahrer Sitzheizung um eins höher stellen	kannst du die Fahrersitzheizung um 1 höher stellen
list_split_3A_090a-fanhua-10293.wav	Ich möchte die Sitzheizung um zwei höher stellen	ich möchte die Sitzheizung um 2 höher stellen
list_split_3A_090a-fanhua-10294.wav	Ich möchte die Sitzheizung um drei erhöhen	ich möchte die Sitzheizung um 3 erhöhen
list_split_3A_090a-fanhua-10295.wav	Lass uns die Sitzheizung um eins erhöhen	lass uns die Sitzheizung um 1 erhöhen
list_split_3A_090a-fanhua-10296.wav	Sitzheizung um eins erhöhen	Sitzheizung um 1 erhöhen
list_split_3A_090a-fanhua-10299.wav	Verringere die Fahrer Sitzheizung	verringere die Fahrersitzheizung
list_split_3A_090a-fanhua-10300.wav	Stell die Beifahrer Sitzheizung klein	stell die Beifahrersitzheizung klein
list_split_3A_090a-fanhua-10302.wav	Kannst du die Fahrer Sitzheizung kleiner stellen	kannst du die Fahrersitzheizung kleiner stellen
list_split_3A_090a-fanhua-10306.wav	Verringere die Sitzheizung um eins	Verringere die Sitzheizung um 1
list_split_3A_090a-fanhua-10307.wav	Beifahrer Sitzheizung um zwei niedriger einstellen	Beifahrersitzheizung um 2 niedriger einstellen
list_split_3A_090a-fanhua-10308.wav	Fahrersitzheizung um eine stufe kleiner stellen	Fahrersitzheizung um 1 Stufe kleiner stellen
list_split_3A_090a-fanhua-10309.wav	Verringere bitte die Sitzheizung um zwei stufen	verringere bitte die Sitzheizung um 2 Stufen
list_split_3A_090a-fanhua-10310.wav	Verringere die Fahrer Sitzheizung um eine stufe	verringere die Fahrersitzheizung um 1 Stufe
list_split_3A_090a-fanhua-10311.wav	Stell die Beifahrer Sitzheizung um eine stufe Klein	stell die Beifahrersitzheizung um 1 Stufe klein
list_split_3A_090a-fanhua-10312.wav	Verringere die sitz Heizung des Beifahrer Sitzes um zwei stufen	verringere die Sitzheizung des Beifahrersitzes um 2 Stufen
list_split_3A_090a-fanhua-10313.wav	Kannst du die Fahrer Sitzheizung um zwei stufen kleiner stellen	kannst du die Fahrersitzheizung um 2 Stufen kleiner stellen
list_split_3A_090a-fanhua-10314.wav	Ich möchte die Sitzheizung um eine stufe kleiner stellen	ich möchte die Sitzheizung um 1 Stufe kleiner stellen
list_split_3A_090a-fanhua-10315.wav	Ich möchte die Sitzheizung um zwei stufen verringern	ich möchte die Sitzheizung um 2 Stufen verringern
list_split_3A_090a-fanhua-10316.wav	Verringere Nomi Lautstärke	Beifahrersitzheizung auf Maximum einstellen
list_split_3A_090a-fanhua-10318.wav	Erhöhe die Fahrer Sitzheizung auf Maximum	Erhöhe die Fahrersitzheizung auf Maximum
list_split_3A_090a-fanhua-10319.wav	Stell die maximale Fahrer Sitzheizung	stell die maximale Fahrersitzheizung
list_split_3A_090a-fanhua-10321.wav	Richte die Klimaanlage auf die Füße	kannst du die Fahrersitzheizung auf Maximum stellen
list_split_3A_090a-fanhua-10326.wav	Fahrer Sitzheizung auf Minimum stellen	Fahrersitzheizung auf Minimum stellen
list_split_3A_090a-fanhua-10328.wav	Erhöhe die Fahrer Sitzheizung auf Minimum	Erhöhe die Fahrersitzheizung auf Minimum
list_split_3A_090a-fanhua-10331.wav	Kannst du die Fahrer Sitzheizung auf Minimum stellen	kannst du die Fahrersitzheizung auf Minimum stellen
list_split_3A_090a-fanhua-10338.wav	Stell die Sitzbelüftung auf zwei	stell die Sitzbelüftung auf 2
list_split_3A_090a-fanhua-10339.wav	Ich möchte die Sitzbelüftung auf eins drehen	ich möchte die Sitzbelüftung auf 1 drehen
list_split_3A_090a-fanhua-10340.wav	Bitte stelle die Sitzbelüftung auf eins	Bitte stelle die Sitzbelüftung auf 1
list_split_3A_090a-fanhua-10341.wav	Bitte stelle meine Sitzbelüftung auf zwei	Bitte stelle meine Sitzbelüftung auf 2
list_split_3A_090a-fanhua-10342.wav	Kannst du die Sitzbelüftung auf drei einstellen	Kannst du die Sitzbelüftung auf 3 einstellen?
list_split_3A_090a-fanhua-10343.wav	Sitzbelüftung für Fahrer sitz auf zwei einstellen	Sitzbelüftung für Fahrersitz auf 2 einstellen
list_split_3A_090a-fanhua-10344.wav	Bitte stelle die Sitzbelüftung des Beifahrer Sitzes auf eins	Bitte stelle die Sitzbelüftung des Beifahrersitzes auf 1
list_split_3A_090a-fanhua-10345.wav	Bitte stelle die Sitzbelüftung des Fahrer Sitzes auf drei	Bitte stelle die Sitzbelüftung des Fahrersitzes auf 3
list_split_3A_090a-fanhua-10346.wav	Kannst du die sitz Belüftung vom Fahrer sitz auf eins einstellen	Kannst du die Sitzbelüftung vom Fahrersitz auf 1 einstellen?
list_split_3A_090a-fanhua-10351.wav	Erhöhe die Beifahrer sitz Belüftung	Erhöhe die Beifahrersitzbelüftung
list_split_3A_090a-fanhua-10353.wav	Stelle die Fahrersitzbelüftung höher	stell die Fahrersitzbelüftung höher
list_split_3A_090a-fanhua-10360.wav	Erhöhe die Sitzbelüftung um zwei stufen	Erhöhe die Sitzbelüftung um 2 Stufen
list_split_3A_090a-fanhua-10361.wav	Erhöhe die Beifahrer Sitzbelüftung um zwei	Erhöhe die Beifahrersitzbelüftung um 2
list_split_3A_090a-fanhua-10362.wav	Erhöh die Fahrersitzbelüftung um eins	Erhöhe die Fahrersitzbelüftung um 1
list_split_3A_090a-fanhua-10363.wav	Stelle die Fahrersitzbelüftung um zwei höher	stell die Fahrersitzbelüftung um 2 höher
list_split_3A_090a-fanhua-10364.wav	Erhöh die Sitzbelüftung des Beifahrer Sitzes um zwei	Erhöhe die Sitzbelüftung des Beifahrersitzes um 2
list_split_3A_090a-fanhua-10365.wav	Kannst du die Fahrersitzbelüftung um eins höher stellen	kannst du die Fahrersitzbelüftung um 1 höher stellen
list_split_3A_090a-fanhua-10366.wav	Ich möchte die Sitzbelüftung um eins höher stellen	ich möchte die Sitzbelüftung um 1 höher stellen
list_split_3A_090a-fanhua-10367.wav	Ich möchte die Sitzbelüftung um zwei erhöhen	ich möchte die Sitzbelüftung um 2 erhöhen
list_split_3A_090a-fanhua-10368.wav	Ich möchte den Bund Ventilator einschalten	lass uns die Sitzbelüftung um 1 erhöhen
